"loan_amnt","term","int_rate","installment","grade","emp_length","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","recoveries","collections_12_mths_ex_med","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","class"
7900," 36 months",14.98,273.78,"C","7 years","RENT",55000,"Not Verified","debt_consolidation",4.1,0,"Nov-1997",0,8,0,3216,48,14,0,0,0,1003,3216,6700,0
13000," 36 months",8.9,412.8,"A","10+ years","RENT",63000,"Source Verified","credit_card",21.16,0,"Oct-2000",0,24,0,18007,41.9,50,0,0,0,0,192349,43000,0
12000," 36 months",15.8,420.71,"C","n/a","MORTGAGE",59400,"Verified","credit_card",12,6,"Oct-1981",0,15,0,10415,37.3,35,0,0,0,0,48359,27900,0
6000," 36 months",10.64,195.42,"B","10+ years","MORTGAGE",83100,"Not Verified","home_improvement",10.97,6,"Aug-1993",3,8,0,611,7.1,24,0,0,0,0,255597,8600,0
35000," 60 months",12.39,785.48,"C","10+ years","MORTGAGE",185000,"Verified","debt_consolidation",10.73,0,"Aug-1997",0,9,0,35457,79.9,26,0,0,0,0,344520,44400,0
9350," 36 months",12.49,312.75,"B","10+ years","RENT",33800,"Source Verified","debt_consolidation",26.24,0,"Sep-2000",0,5,0,6778,84.7,23,0,0,0,0,30271,8000,0
15000," 60 months",16.59,369.49,"D","7 years","OWN",96000,"Source Verified","debt_consolidation",10.49,0,"Apr-2003",2,9,0,16874,78.9,15,0,0,0,0,131014,21400,0
20000," 36 months",13.05,674.37,"B","6 years","RENT",53000,"Verified","credit_card",18.43,0,"May-1994",0,9,0,21357,87.9,18,0,0,0,0,25931,24300,0
3000," 36 months",14.09,102.67,"B","< 1 year","RENT",40000,"Source Verified","other",17.37,0,"Dec-1998",0,6,0,4450,94.7,15,0,0,0,0,34054,4700,0
6600," 36 months",9.17,210.41,"B","3 years","OWN",26000,"Source Verified","debt_consolidation",32.18,0,"Jul-2007",0,10,0,7383,43.2,26,0,0,0,0,25726,17100,0
12000," 36 months",12.12,399.26,"B","10+ years","RENT",98000,"Not Verified","debt_consolidation",8.16,1,"Sep-2001",0,8,0,12878,76.7,11,0,0,0,0,16623,16800,0
27050," 60 months",24.7,789.21,"G","10+ years","MORTGAGE",61000,"Verified","debt_consolidation",33.68,0,"Jan-1987",1,23,0,20079,50.2,35,0,0,0,0,51978,40000,0
35000," 36 months",14.99,1213.12,"C","10+ years","MORTGAGE",180000,"Source Verified","debt_consolidation",7.59,0,"Dec-1995",1,15,0,65077,68.3,38,0,0,0,0,269912,84400,0
20000," 36 months",13.11,674.94,"B","10+ years","MORTGAGE",110000,"Source Verified","debt_consolidation",7.39,0,"Jun-1993",0,6,0,6718,20.6,10,0,0,0,0,32256,32600,0
4350," 36 months",14.49,149.72,"C","5 years","MORTGAGE",45000,"Not Verified","debt_consolidation",20.05,0,"Jan-2002",3,8,0,3386,77,9,0,0,0,0,208155,4400,0
13000," 60 months",18.54,333.95,"E","3 years","MORTGAGE",49000,"Verified","debt_consolidation",22.7,0,"Aug-1994",2,26,0,3471,10.8,60,0,0,0,189,77138,32200,0
2500," 36 months",12.69,83.87,"C","n/a","RENT",14500,"Verified","debt_consolidation",8.69,1,"Apr-1992",0,7,1,2314,25.4,20,0,0,0,0,2314,9100,0
11500," 36 months",6.03,350.01,"A","10+ years","MORTGAGE",114000,"Not Verified","credit_card",19.45,0,"May-1999",0,11,0,17157,41.8,39,0,0,0,0,299095,41000,0
11100," 36 months",16.29,391.84,"C","2 years","RENT",32000,"Verified","debt_consolidation",26.4,1,"Jan-2002",0,6,0,9059,73.7,17,0,0,0,0,24957,12300,0
15000," 36 months",13.33,507.8,"C","10+ years","RENT",50000,"Verified","debt_consolidation",20.61,2,"Aug-1983",1,28,0,12570,26.7,42,0,1,0,0,20780,46000,0
11100," 36 months",13.11,374.6,"B","10+ years","MORTGAGE",32000,"Not Verified","debt_consolidation",14.25,0,"Nov-1990",1,7,0,7408,51.1,16,0,0,0,357,94709,14500,0
20000," 36 months",12.99,673.79,"B","8 years","MORTGAGE",78000,"Not Verified","credit_card",8.49,0,"Dec-1998",1,15,0,26610,57.8,40,0,0,0,0,373409,46000,0
15000," 36 months",7.9,469.36,"A","7 years","MORTGAGE",54000,"Not Verified","debt_consolidation",18.62,0,"May-1997",0,10,0,17212,32.2,19,0,0,0,0,58065,53500,0
29175," 36 months",15.31,1015.8,"C","10+ years","MORTGAGE",65000,"Verified","debt_consolidation",14.12,0,"Apr-1982",1,14,0,16737,57.1,27,0,0,0,0,132444,29300,0
13000," 36 months",12.85,437.09,"B","< 1 year","MORTGAGE",63000,"Verified","credit_card",16.3,0,"Jul-2002",0,10,0,11323,82.1,15,0,0,0,0,285291,13800,0
30000," 36 months",10.15,970.13,"B","10+ years","MORTGAGE",71000,"Verified","debt_consolidation",21.59,1,"Aug-2000",0,13,0,30658,46.2,32,0,0,0,0,266301,66300,0
20000," 36 months",6.03,608.72,"A","10+ years","MORTGAGE",75000,"Verified","debt_consolidation",17.28,0,"Sep-1992",0,9,0,25336,26.6,29,0,0,0,0,212951,95200,0
18000," 60 months",14.33,421.92,"C","10+ years","MORTGAGE",87000,"Verified","credit_card",16.25,0,"Jul-2001",0,12,0,20228,63.2,27,0,0,0,0,237923,32000,0
10000," 36 months",16.29,353.01,"C","1 year","MORTGAGE",57000,"Not Verified","credit_card",22.15,0,"Sep-2004",2,18,0,5646,56.5,27,0,0,0,143,208525,10000,0
12000," 36 months",13.35,406.36,"C","10+ years","RENT",99000,"Verified","other",2.98,5,"Dec-1995",0,8,0,4875,20.3,19,0,0,0,0,4875,24000,0
10000," 36 months",10.16,323.43,"B","10+ years","MORTGAGE",55000,"Not Verified","debt_consolidation",27.8,0,"Mar-1993",0,11,0,7081,42.4,30,0,0,0,0,25885,16700,0
15850," 36 months",7.9,495.96,"A","2 years","RENT",40000,"Verified","credit_card",26.04,0,"Nov-2003",0,13,0,14205,41.1,30,0,0,0,0,46170,34545,0
3125," 36 months",15.61,109.27,"D","4 years","MORTGAGE",48000,"Not Verified","debt_consolidation",7.18,0,"Apr-1998",0,6,0,2513,83.8,15,0,0,0,0,101766,3000,0
8875," 36 months",12.99,299,"C","5 years","MORTGAGE",27000,"Source Verified","debt_consolidation",20.93,0,"Dec-2009",1,16,0,3910,10.7,19,0,0,0,0,90052,36700,0
5000," 36 months",12.69,167.73,"C","7 years","RENT",140000,"Verified","other",12.52,0,"Jan-2003",1,8,0,22154,75.6,22,0,0,0,0,37312,29300,0
25000," 60 months",20.49,669.19,"E","2 years","RENT",77425,"Not Verified","debt_consolidation",22.94,0,"Aug-1999",2,36,0,27992,83.8,46,0,0,0,0,215872,33400,0
26400," 36 months",11.99,876.74,"B","2 years","RENT",102000,"Verified","debt_consolidation",8.21,1,"Sep-1997",0,9,0,10236,74.7,29,0,0,0,0,11825,13700,0
26325," 60 months",16.99,654.11,"D","2 years","RENT",87600,"Source Verified","debt_consolidation",15.03,0,"Sep-2007",2,13,0,9938,43.8,15,0,0,0,6406,42608,22700,0
7800," 36 months",8.39,245.83,"A","10+ years","MORTGAGE",55000,"Source Verified","debt_consolidation",23.3,0,"Sep-1985",0,24,0,18898,24.5,40,0,0,0,0,308814,77200,0
8000," 36 months",17.57,287.5,"D","9 years","RENT",60000,"Verified","debt_consolidation",22.58,0,"May-1998",3,13,0,26573,74.4,28,0,0,0,0,59412,35700,0
8000," 36 months",14.09,273.78,"B","7 years","RENT",77000,"Not Verified","debt_consolidation",7.4,0,"Mar-1994",0,7,0,6766,94,18,0,0,0,0,101811,7200,0
15500," 36 months",7.89,484.93,"A","10+ years","RENT",101000,"Source Verified","debt_consolidation",18.66,0,"Feb-2005",0,9,0,5110,11,44,0,0,0,0,45549,32500,0
15000," 60 months",21.99,414.2,"E","10+ years","MORTGAGE",85000,"Not Verified","debt_consolidation",20.25,0,"May-1995",1,12,1,16865,77,28,0,0,0,0,186425,21900,0
24000," 36 months",7.9,750.97,"A","< 1 year","MORTGAGE",110000,"Source Verified","debt_consolidation",15.44,0,"Aug-2004",0,16,0,14240,46,34,0,0,0,0,299788,30971,0
1200," 36 months",12.99,40.43,"C","10+ years","RENT",47000,"Not Verified","debt_consolidation",29.85,1,"Mar-1992",0,9,0,9423,47.1,25,0,0,0,0,20259,20000,0
18800," 60 months",14.99,447.16,"C","10+ years","MORTGAGE",52000,"Source Verified","debt_consolidation",8.15,0,"Sep-1984",0,5,0,5530,79,16,0,0,0,0,49970,7000,0
7500," 36 months",8.9,238.15,"A","10+ years","MORTGAGE",120000,"Verified","home_improvement",14.43,1,"Oct-1996",4,11,0,4675,36.2,21,0,0,0,125,350559,12900,0
10500," 60 months",14.49,247,"C","10+ years","MORTGAGE",70000,"Verified","debt_consolidation",8.47,0,"May-1991",3,10,1,6811,53.6,37,0,0,0,0,24027,12700,0
19200," 36 months",14.3,659.02,"C","10+ years","MORTGAGE",56000,"Verified","home_improvement",22.44,4,"Jul-1994",1,24,0,7765,42.4,46,0,0,0,0,268965,18300,0
5375," 36 months",18.25,195,"D","n/a","RENT",15000,"Verified","debt_consolidation",27.28,0,"Sep-2006",0,6,0,4814,96.3,14,0,0,0,0,8510,5000,0
3500," 36 months",11.67,115.7,"B","4 years","MORTGAGE",37000,"Not Verified","debt_consolidation",12.49,0,"Jul-2006",0,9,0,3752,41.7,15,0,0,0,0,101130,9000,0
7200," 36 months",12.99,242.57,"B","10+ years","MORTGAGE",50000,"Not Verified","credit_card",13.63,0,"Jun-1998",2,9,0,4947,37.8,16,0,0,0,0,5947,13100,0
5500," 36 months",8.18,172.81,"B","2 years","MORTGAGE",85000,"Source Verified","debt_consolidation",16.56,0,"Feb-1991",0,19,0,63000,23.2,56,0,0,0,0,303441,102500,0
6000," 36 months",9.49,192.17,"B","7 years","MORTGAGE",65000,"Source Verified","car",30.39,1,"Mar-2005",1,15,0,13341,46.4,43,0,0,0,0,211299,27900,0
8000," 36 months",12.99,269.52,"C","8 years","RENT",50000,"Verified","debt_consolidation",15.67,0,"May-2001",2,31,1,5806,35.4,70,0,0,0,0,91826,16400,0
25000," 36 months",13.98,854.2,"C","< 1 year","OWN",130000,"Not Verified","debt_consolidation",13.71,0,"Dec-1997",0,15,0,13485,30.1,29,0,1,0,128,191345,44800,0
14000," 36 months",7.89,438,"A","10+ years","MORTGAGE",86000,"Source Verified","debt_consolidation",14.16,0,"Jul-2001",0,15,0,3366,13.4,52,0,0,0,0,317666,25100,0
12275," 36 months",21,462.47,"E","10+ years","MORTGAGE",98000,"Not Verified","home_improvement",18.45,0,"May-2004",2,13,0,8229,65.3,26,0,0,0,0,310214,12600,0
8875," 36 months",12.99,299,"C","10+ years","MORTGAGE",39000,"Not Verified","debt_consolidation",19.38,0,"Oct-1983",0,16,1,30806,67,35,0,0,0,3443,121845,46000,0
5375," 36 months",11.14,176.33,"B","1 year","MORTGAGE",68000,"Not Verified","debt_consolidation",9.42,0,"Dec-1993",1,8,0,36474,0.1,12,0,0,0,0,58536,59300,0
14400," 36 months",17.57,517.5,"D","2 years","MORTGAGE",45000,"Source Verified","home_improvement",11.23,4,"Jun-2001",1,12,0,8566,51.3,20,0,0,0,0,294526,16700,0
35000," 36 months",17.1,1249.59,"C","n/a","MORTGAGE",134000,"Verified","debt_consolidation",22.62,0,"Oct-1986",2,10,0,188894,93,29,0,0,0,0,397966,214600,0
11200," 36 months",7.89,350.4,"A","10+ years","RENT",48000,"Not Verified","credit_card",15.35,0,"Mar-2000",0,8,0,12654,68.4,16,0,0,0,0,22039,18500,0
29700," 36 months",16.24,1047.69,"C","10+ years","MORTGAGE",140000,"Verified","debt_consolidation",10.75,3,"Nov-1981",4,8,0,16574,41.4,29,0,0,0,0,731091,40000,0
13500," 36 months",19.52,498.42,"D","10+ years","MORTGAGE",50000,"Source Verified","debt_consolidation",30.38,3,"Dec-1989",0,11,0,14040,77.1,23,0,0,0,0,40377,18200,0
8000," 36 months",11.67,264.46,"B","7 years","RENT",55000,"Not Verified","debt_consolidation",15.6,0,"Aug-2001",2,10,0,6935,38.3,26,0,0,0,0,34827,18100,0
4000," 36 months",11.99,132.84,"B","10+ years","RENT",74000,"Not Verified","other",10.44,0,"Mar-1993",1,10,0,14533,78.1,35,0,0,0,0,14533,18600,0
17000," 36 months",9.17,541.95,"B","< 1 year","MORTGAGE",70000,"Verified","debt_consolidation",17.54,0,"Sep-1992",0,12,1,12852,56.9,32,0,0,0,1655,193654,22600,0
6200," 36 months",11.53,204.54,"B","5 years","RENT",35929,"Source Verified","debt_consolidation",19.67,0,"Aug-2001",2,18,0,7903,30,41,0,0,0,0,95200,26300,0
8000," 36 months",10.99,261.88,"B","10+ years","MORTGAGE",67000,"Not Verified","debt_consolidation",22.71,0,"Jul-2001",0,10,1,2777,30.9,36,0,0,0,0,225204,9000,0
9000," 36 months",12.12,299.45,"B","2 years","MORTGAGE",65000,"Verified","debt_consolidation",15.21,0,"Aug-2000",0,9,0,7902,61.2,26,0,0,0,0,316277,14800,0
12000," 36 months",12.99,404.27,"C","4 years","MORTGAGE",50000,"Source Verified","debt_consolidation",36.97,0,"Jun-2000",0,8,0,25794,79.6,13,0,0,0,0,209556,32400,0
10400," 36 months",15.61,363.64,"D","< 1 year","RENT",76000,"Verified","credit_card",18.22,0,"Jun-1994",4,15,1,10944,25.5,27,0,0,0,0,53929,43000,0
35000," 36 months",10.99,1145.69,"B","10+ years","RENT",77988,"Verified","credit_card",25.59,0,"Apr-1972",0,15,0,39117,68,30,0,0,0,0,62207,57500,0
11750," 36 months",13.68,399.77,"C","10+ years","MORTGAGE",75000,"Not Verified","credit_card",6.72,1,"Feb-1990",0,13,0,13144,46.1,21,0,0,0,0,13144,28500,0
5000," 36 months",10.99,163.67,"B","3 years","RENT",45000,"Not Verified","debt_consolidation",12.01,0,"Nov-2001",2,7,0,5746,25,23,0,0,0,0,18494,23000,0
35000," 60 months",22.2,970.65,"E","3 years","MORTGAGE",1e+05,"Verified","home_improvement",17.02,0,"Oct-1994",1,8,1,3518,40.9,32,0,0,0,0,286548,8600,0
6250," 36 months",17.77,225.24,"D","5 years","MORTGAGE",75000,"Not Verified","debt_consolidation",3.55,0,"Oct-1996",2,6,0,6676,80.4,24,0,0,0,0,6676,8300,0
20000," 36 months",13.11,674.94,"B","1 year","RENT",1e+05,"Verified","debt_consolidation",13,0,"Jul-1999",0,10,0,19115,65.5,17,0,0,0,0,29083,29200,0
16000," 36 months",7.69,499.1,"A","10+ years","MORTGAGE",75000,"Source Verified","debt_consolidation",15.06,0,"Aug-1995",0,8,0,6970,49.1,21,0,0,0,0,250041,14200,0
20000," 60 months",13.98,465.16,"C","10+ years","OWN",118000,"Verified","debt_consolidation",21.08,0,"Oct-1985",0,14,0,27558,59.5,30,0,0,0,0,79861,46300,0
3600," 36 months",14.47,123.87,"C","5 years","OWN",25000,"Not Verified","credit_card",20.07,0,"May-2006",0,5,0,4562,76,31,0,0,0,0,9104,6000,0
12000," 36 months",11.14,393.67,"B","< 1 year","OWN",45000,"Source Verified","debt_consolidation",4.99,0,"Aug-1985",0,6,0,7979,36.4,11,0,0,0,0,127739,21900,0
6000," 36 months",14.65,206.97,"C","n/a","MORTGAGE",21000,"Verified","debt_consolidation",28.51,0,"Nov-1997",1,20,0,7617,21.3,30,0,0,0,0,94504,35700,0
10050," 36 months",13.11,339.16,"B","2 years","RENT",85000,"Not Verified","debt_consolidation",16.81,0,"Jul-2004",0,16,1,9678,73.4,23,0,0,0,0,32849,13190,0
13750," 36 months",8.9,436.61,"A","< 1 year","RENT",40000,"Not Verified","debt_consolidation",15.9,0,"May-2000",0,10,0,98,1.4,26,0,0,0,0,32882,7000,0
21000," 36 months",12.12,698.71,"B","6 years","MORTGAGE",111000,"Verified","debt_consolidation",15.21,0,"Aug-1993",0,15,0,31787,62,31,0,0,0,0,537023,51300,0
10000," 60 months",16.24,244.46,"C","10+ years","RENT",141000,"Verified","debt_consolidation",9.52,0,"Jun-2000",3,17,1,5700,13,43,0,0,0,0,43819,44400,0
7000," 36 months",6.99,216.11,"A","10+ years","MORTGAGE",51000,"Not Verified","debt_consolidation",24.24,0,"Sep-1993",0,10,0,22566,30.2,24,0,0,0,0,108882,74700,0
15000," 36 months",10.99,491.01,"B","10+ years","MORTGAGE",55000,"Not Verified","home_improvement",14.42,1,"Nov-1995",0,11,1,8328,47.9,24,0,0,0,0,181977,17400,0
15000," 60 months",13.99,348.95,"C","10+ years","MORTGAGE",105934,"Source Verified","debt_consolidation",7.41,0,"May-1998",1,12,1,11582,70.6,35,0,0,0,0,323319,16400,0
14375," 36 months",18.99,526.86,"E","5 years","OWN",40000,"Verified","small_business",20.13,0,"Feb-2002",1,8,0,22364,66.8,18,0,0,0,0,22364,33500,0
8000," 36 months",14.09,273.78,"B","4 years","RENT",42000,"Not Verified","debt_consolidation",14.31,0,"Jun-2006",2,7,0,5074,29.5,8,0,0,0,0,9092,17200,0
6400," 36 months",12.29,213.46,"C","10+ years","MORTGAGE",117000,"Not Verified","credit_card",1.53,2,"Dec-1989",0,12,1,11326,66.6,24,0,0,0,0,272260,17000,0
31500," 36 months",13.65,1071.25,"C","1 year","RENT",135000,"Verified","small_business",18.43,0,"Jun-1997",0,14,0,16433,34,27,0,0,0,0,75492,48300,0
24000," 36 months",6.62,736.89,"A","10+ years","MORTGAGE",85000,"Verified","debt_consolidation",3.67,0,"May-1998",1,7,0,8532,25.9,17,0,0,0,0,215182,33000,0
13200," 36 months",10.99,432.09,"B","7 years","OWN",95000,"Not Verified","debt_consolidation",7.42,0,"Jun-2005",1,14,0,12759,46.7,31,0,0,0,0,15575,27300,0
20675," 60 months",23.1,584.03,"E","10+ years","MORTGAGE",51535,"Verified","debt_consolidation",25.76,1,"Aug-1991",0,10,0,24342,96.6,21,0,0,0,0,128535,25200,0
17000," 36 months",11.14,557.69,"B","5 years","RENT",43000,"Verified","credit_card",27.93,0,"Dec-1996",1,14,0,16874,47.1,47,0,0,0,0,62038,35800,0
35000," 36 months",18.75,1278.55,"D","10+ years","MORTGAGE",95000,"Verified","debt_consolidation",18.52,1,"Nov-1988",0,6,0,5998,103.4,18,0,0,0,0,105883,5800,0
25000," 36 months",12.99,842.23,"C","7 years","RENT",170000,"Source Verified","debt_consolidation",13.09,0,"Jul-2003",1,18,0,26330,51.3,29,0,0,0,0,74347,51300,0
16000," 60 months",19.52,419.65,"D","< 1 year","MORTGAGE",50000,"Verified","home_improvement",15.75,0,"Sep-2003",1,9,1,4782,23.6,35,0,0,0,0,17817,20300,0
5000," 36 months",6.03,152.18,"A","1 year","OWN",30000,"Not Verified","debt_consolidation",12.92,0,"Dec-1979",1,6,0,50822,18.9,30,0,0,0,0,50822,65800,0
24575," 60 months",19.2,640.2,"D","2 years","MORTGAGE",80000,"Verified","credit_card",32.96,0,"Jul-1996",1,12,0,26605,68,28,0,0,0,0,317879,39100,0
8325," 36 months",17.77,300.01,"D","n/a","RENT",24000,"Verified","credit_card",19.05,0,"Dec-1993",0,4,0,7221,87,9,0,0,0,0,16976,8300,0
23500," 60 months",16.99,583.91,"D","10+ years","RENT",47000,"Source Verified","debt_consolidation",26.92,0,"Mar-1994",0,9,0,13954,49.7,23,0,0,0,0,21611,28100,0
15000," 60 months",18.25,382.95,"D","10+ years","MORTGAGE",93000,"Verified","debt_consolidation",9.72,1,"Nov-1989",0,5,0,7165,55.1,15,0,0,0,0,358975,13000,0
9800," 36 months",19.72,362.81,"D","10+ years","RENT",82000,"Not Verified","debt_consolidation",11.25,3,"Jun-1986",1,10,0,5993,23.8,15,0,0,0,0,34173,25200,0
3600," 60 months",21,97.4,"E","< 1 year","RENT",35000,"Verified","debt_consolidation",17.55,0,"Dec-2001",0,8,0,5797,86.5,25,0,0,0,0,28661,6700,0
20000," 36 months",18.49,727.98,"D","4 years","RENT",73500,"Verified","debt_consolidation",10.38,0,"Feb-1994",2,6,1,12160,85,20,0,0,0,0,12160,14300,0
25000," 36 months",10.15,808.45,"B","4 years","MORTGAGE",104000,"Verified","debt_consolidation",21.99,1,"Dec-1997",0,15,0,24357,80.7,37,0,0,0,0,407286,30200,0
1600," 36 months",21,60.29,"E","< 1 year","RENT",35000,"Not Verified","moving",21.87,2,"Aug-1994",0,7,0,1717,57.2,17,0,0,0,270,27867,3000,0
3300," 36 months",22.15,126.29,"E","4 years","RENT",28000,"Verified","major_purchase",1.89,0,"Jul-2010",1,4,0,104,1.4,6,0,0,0,0,104,7400,0
8000," 36 months",14.09,273.78,"B","3 years","RENT",48000,"Not Verified","debt_consolidation",15.33,0,"Apr-2001",0,10,0,8659,54,26,0,0,0,0,22044,13700,0
10700," 36 months",18.25,388.18,"D","5 years","OWN",30000,"Source Verified","debt_consolidation",23.97,0,"Jun-2004",0,11,0,16520,72.5,20,0,0,0,0,19695,22800,0
10000," 36 months",8.39,315.17,"A","3 years","RENT",50000,"Not Verified","credit_card",17.16,0,"Oct-2005",0,6,0,14236,68.4,15,0,0,0,0,39778,20800,0
12000," 36 months",6.03,365.23,"A","7 years","RENT",77450,"Not Verified","debt_consolidation",22.75,0,"Aug-2001",0,17,0,5993,14,46,0,0,0,0,101141,42900,0
4000," 36 months",18.24,145.1,"D","3 years","OWN",50000,"Not Verified","debt_consolidation",13.87,0,"May-2011",1,7,0,5224,35.5,8,0,0,0,0,17592,14700,0
20000," 36 months",13.11,674.94,"B","8 years","RENT",50000,"Verified","debt_consolidation",18.82,0,"Feb-1997",1,11,1,12968,57.4,24,0,0,0,0,16058,22600,0
35000," 60 months",14.65,826.24,"C","2 years","MORTGAGE",142000,"Source Verified","debt_consolidation",15.64,0,"Oct-1990",0,16,0,40440,63.9,41,0,0,0,0,89113,63300,0
3000," 36 months",19.05,110.05,"D","2 years","RENT",35000,"Verified","wedding",19.41,0,"Oct-2004",0,17,0,5061,44.4,27,0,0,0,0,51779,11400,0
26750," 36 months",15.61,935.31,"C","10+ years","OWN",125000,"Verified","debt_consolidation",9.71,4,"Nov-1994",1,16,0,3627,53.3,43,0,0,0,0,448780,6800,0
4000," 36 months",12.99,134.76,"C","8 years","RENT",35000,"Not Verified","vacation",17.28,0,"Aug-2006",0,6,0,4878,33.6,15,0,0,0,0,10572,14500,0
32000," 60 months",14.49,752.74,"C","4 years","MORTGAGE",120000,"Source Verified","debt_consolidation",11.09,0,"Feb-1983",0,11,0,32968,72.5,26,0,0,0,0,390532,45500,0
4825," 36 months",16.49,170.81,"D","10+ years","MORTGAGE",60000,"Source Verified","debt_consolidation",20.24,1,"Jul-1993",3,6,0,3586,62,34,0,0,0,0,6494,5759,0
20000," 36 months",20.5,748.38,"E","10+ years","MORTGAGE",85000,"Verified","debt_consolidation",23.21,0,"Sep-1997",1,16,0,29899,76.7,34,0,0,0,0,232901,39000,0
28000," 36 months",6.49,858.05,"A","< 1 year","RENT",228000,"Source Verified","credit_card",8.08,0,"Dec-1975",0,10,0,19900,50.6,25,0,0,0,0,61094,39300,0
10625," 60 months",17.57,267.33,"D","10+ years","RENT",70000,"Verified","credit_card",18.89,0,"Mar-2002",2,11,1,152,1.2,45,0,0,0,0,70977,12400,0
12000," 36 months",8.9,381.04,"A","10+ years","MORTGAGE",120000,"Not Verified","debt_consolidation",7.61,0,"Jul-2002",0,9,0,8699,77.7,26,0,0,0,0,220793,11200,0
10000," 36 months",17.27,357.88,"C","10+ years","MORTGAGE",120000,"Source Verified","other",11.5,0,"Aug-1981",2,17,0,31857,69.3,45,0,0,0,0,232489,46000,0
10000," 36 months",12.85,336.22,"B","5 years","RENT",72000,"Verified","debt_consolidation",15.72,0,"Jul-1995",0,12,0,10706,60.1,21,0,1,0,129,21906,17800,0
14000," 36 months",7.26,433.95,"A","1 year","RENT",140000,"Source Verified","other",4.91,0,"Jul-1990",1,14,0,2989,3.2,25,0,0,0,0,418829,94600,0
8400," 36 months",17.1,299.91,"C","2 years","RENT",24000,"Verified","debt_consolidation",27.1,0,"Oct-2006",1,15,0,8552,54.1,19,0,0,0,254,41148,15800,0
2400," 36 months",15.31,83.57,"C","5 years","MORTGAGE",76750,"Verified","credit_card",10.8,0,"Oct-2002",4,7,0,20566,87.5,13,0,0,0,0,195649,23500,0
16800," 60 months",7.9,339.84,"A","10+ years","MORTGAGE",128000,"Verified","debt_consolidation",3.34,0,"Jun-1970",0,7,0,4757,15,28,0,0,0,0,139263,31618,0
14400," 60 months",15.8,348.66,"C","10+ years","MORTGAGE",40700,"Verified","credit_card",16.78,0,"Oct-2000",0,13,1,16334,54.8,18,0,0,0,0,16334,29800,0
4000," 36 months",8.18,125.68,"B","3 years","RENT",39000,"Not Verified","credit_card",10.06,0,"Aug-2007",0,12,0,8179,49.9,25,0,0,0,0,68499,16400,0
12000," 36 months",14.33,412.06,"C","1 year","RENT",44000,"Not Verified","debt_consolidation",12.25,0,"Jan-2008",1,12,0,8631,64.4,24,0,0,0,0,59542,13400,0
7500," 36 months",22.7,289.16,"E","10+ years","OWN",57600,"Not Verified","debt_consolidation",23.21,0,"Dec-2002",1,16,0,14153,72.2,24,0,0,0,0,60980,19600,0
3600," 36 months",10.15,116.42,"B","n/a","MORTGAGE",52650,"Source Verified","home_improvement",22.13,0,"Jun-1977",5,9,1,1240,11,47,0,0,0,0,47418,11650,0
8000," 36 months",6.03,243.49,"A","2 years","MORTGAGE",67000,"Not Verified","credit_card",6.09,0,"Nov-1990",1,9,0,19478,33.6,19,0,0,0,0,74892,57908,0
11025," 36 months",14.09,377.3,"B","10+ years","MORTGAGE",70000,"Not Verified","debt_consolidation",19.75,1,"Feb-1997",0,13,0,19508,93.7,32,0,0,0,0,107749,20830,0
16000," 60 months",21.6,438.28,"E","7 years","MORTGAGE",95000,"Verified","other",13.57,0,"Jun-1999",0,11,0,17150,56.8,22,0,0,0,0,301315,30200,0
15000," 60 months",20.2,399.08,"E","2 years","RENT",120000,"Verified","home_improvement",4.73,0,"Jun-2001",0,5,1,3310,58,12,0,0,0,0,10401,5705,0
14000," 36 months",12.99,471.65,"B","6 years","MORTGAGE",62000,"Source Verified","debt_consolidation",15.91,0,"Feb-2001",0,8,0,15971,87.3,18,0,0,0,0,128928,18300,0
5000," 36 months",7.12,154.66,"A","4 years","MORTGAGE",65000,"Source Verified","credit_card",11.72,0,"Oct-1997",1,20,0,4754,15.4,69,0,0,0,2205,268939,30900,0
8000," 36 months",11.67,264.46,"B","9 years","MORTGAGE",65000,"Not Verified","debt_consolidation",11.24,0,"Sep-1985",0,5,0,7553,88.9,17,0,0,0,0,124937,8500,0
13000," 60 months",13.99,302.42,"C","10+ years","MORTGAGE",50000,"Not Verified","debt_consolidation",21,1,"Oct-2003",0,7,0,6466,71.8,15,0,0,0,0,102811,9000,0
7000," 36 months",7.12,216.53,"A","3 years","RENT",41000,"Source Verified","credit_card",15.9,0,"Mar-2000",0,6,1,6576,36.7,14,0,0,0,0,26062,17900,0
12000," 60 months",19.99,317.86,"E","10+ years","MORTGAGE",56000,"Not Verified","credit_card",13.03,0,"Feb-1995",3,11,1,12420,67.5,23,0,0,0,0,18149,18400,0
10000," 36 months",13.11,337.47,"B","4 years","RENT",44000,"Not Verified","credit_card",8.45,0,"Mar-2004",0,5,0,8334,43.2,16,0,0,0,0,8334,19300,0
6650," 36 months",13.11,224.42,"B","n/a","RENT",22680,"Verified","debt_consolidation",16.3,0,"Nov-1998",0,6,0,13048,47.1,18,0,0,0,0,13048,27700,0
35000," 36 months",15.61,1223.77,"D","10+ years","MORTGAGE",95000,"Verified","credit_card",19.24,0,"Feb-1983",1,14,0,41223,77.2,28,0,0,0,0,263935,53400,0
